title,published_dt,section,source,link,note
"Sunshine Health, Johns Hopkins All Children's strike value-based care agreement",2023-05-17T18:12:20-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/sunshine-health-johns-hopkins-all-childrens-strike-value-based-care-agreement,The article discusses a value-based care agreement and does not mention any exit events or closures.
BCBS Massachusetts adds 3 physician groups amid primary care shortage,2023-05-17T13:36:56-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/bcbs-massachusetts-adds-3-physician-groups-amid-primary-care-shortage,"The article discusses the addition of physician groups to a payer's network, with no mention of exits or closures."
Humana adds value-based durable medical equipment contractors for Medicare Advantage members,2023-05-11T20:32:28-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/humana-adds-value-based-durable-medical-equipment-contractors-for-medicare-advantage-members,The article discusses new contracts for durable medical equipment but does not mention any exit events or closures.
"UnitedHealthcare, Oklahoma system strike deal ahead of deadline",2023-04-27T20:14:49-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/unitedhealthcare-oklahoma-system-strike-deal-ahead-of-deadline,"The article discusses a contract agreement that keeps the provider in-network with a payer, indicating no exit events or closures."
"Aetna, University of California reach contract agreement",2023-04-24T17:11:30-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/aetna-university-of-california-reach-contract-agreement,The article discusses a contract agreement and does not mention any exit events or closures.
Defense Health Agency stays with TriWest for $65.1B Tricare contract,2023-04-21T20:44:57-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/defense-health-agency-stays-with-triwest-for-65-1b-tricare-contract,The article discusses a contract award and a protest but does not mention any exit events or closures.
"BCBS Texas, Hendrick Health extend contract deadline",2023-04-13T19:10:29-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/bcbs-texas-hendrick-health-extend-contract-deadline,The article discusses contract negotiations and extensions without any explicit exit events or closures.
Florida seeks bids for $38B Medicaid program,2023-04-13T14:18:27-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/florida-seeks-bids-for-38b-medicaid-program,"The article discusses changes to a Medicaid program and the bidding process for contracts, but does not mention any specific exit events or closures."
"BCBS Oklahoma, Stillwater Medical Center extend deal through 2023",2023-04-12T19:45:36-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/bcbs-oklahoma-stillwater-medical-center-extend-deal-through-2023,"The article discusses a contract extension, not an exit event or closure."
"Cigna, Norton Healthcare nearing split date",2023-04-10T15:40:45-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/cigna-norton-healthcare-nearing-split-date,The article discusses contract negotiations but does not mention any specific exit events or closures.
"BCBS Texas, Medical City Healthcare strike new deal ahead of deadline",2023-04-05T18:42:58-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/bcbs-texas-medical-city-healthcare-strike-new-deal-ahead-of-deadline,"The article discusses a contract agreement and avoids a contract split, but does not mention any exit events or closures."
"Anthem BCBS, the Christ Hospital reach agreement",2023-04-03T16:35:06-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/anthem-bcbs-the-christ-hospital-reach-agreement,"The article discusses a contract agreement that maintains network participation, with no exits or closures mentioned."
"UnitedHealthcare, CaroMont Health reach new contract",2023-03-28T16:38:57-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/unitedhealthcare-caromont-health-reach-new-contract,"The article discusses a new contract agreement, not an exit or closure."
"UnitedHealthcare, U of Vermont Health extend contract through end of 2023",2023-03-24T17:33:04-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/unitedhealthcare-u-of-vermont-health-extend-contract-through-end-of-2023,The article discusses ongoing contract negotiations without any exit events or closures.
"Humana, Vanderbilt Health avoid contract split",2023-03-14T14:32:47-05:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/humana-vanderbilt-health-avoid-contract-split,"The article discusses a contract agreement that prevents a split, not an exit event or closure."
"New York City OKs Aetna Medicare Advantage plan for 250,000 retirees",2023-03-09T23:01:44-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/new-york-city-oks-aetna-medicare-advantage-plan-for-250-000-retirees,The article discusses a new Medicare Advantage plan but does not describe any exit events or closures.
"ConnectiCare, Prospect Medical reach new deal to avoid split",2023-02-28T15:30:45-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/connecticare-prospect-medical-reach-new-deal-to-avoid-split,"The article discusses a contract agreement to avoid a split, with no exits or closures mentioned."
Molina Healthcare strikes deal with 3 Texas hospitals,2023-02-22T19:25:37-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/molina-healthcare-strikes-deal-with-3-texas-hospitals,The article discusses a contracting deal with hospitals and does not mention any exit events or closures.
"BCBS Oklahoma, Ascension St. John ink agreement",2023-02-21T21:26:03-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/bcbs-oklahoma-ascension-st-john-ink-agreement,"The article discusses a new agreement between a provider and a payer, with no exits or closures mentioned."
"Anthem Blue Cross, Mary Washington Healthcare avoid split",2023-02-20T19:30:36-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/anthem-blue-cross-mary-washington-healthcare-avoid-split,The article discusses a contract agreement between Anthem and Mary Washington Healthcare without any exit events or closures.
"Centene, Missouri health system reach agreement to keep Medicaid members in network",2023-02-17T17:50:06-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/centene-missouri-health-system-reach-agreement-to-keep-medicaid-members-in-network,"The article discusses a contract agreement between Centene and a health system, with no exits or closures mentioned."
Blue Cross North Carolina files legal challenge to win back state health plan contract,2023-02-16T22:53:50-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/blue-cross-north-carolina-files-legal-challenge-to-win-back-state-health-plan-contract,The article discusses a legal challenge regarding a contract award but does not mention any exit events or closures.
7 new payer contracts,2023-02-09T19:17:38-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/7-new-payer-contracts-2,The article discusses new contracts and agreements but does not mention any exit events or closures.
Health Net challenging $65.1B Tricare contract decision,2023-02-09T19:13:06-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/health-net-challenging-65-1b-tricare-contract-decision,The article discusses a contract challenge and does not mention any exit events or closures.
"Humana, ChenMed ink 5-year agreement",2023-02-08T18:18:08-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/humana-chenmed-ink-5-year-agreement,"The article discusses a new agreement between Humana and ChenMed, with no mention of exit events or closures."
Aetna scores West Virginia Medicaid contract,2023-02-08T17:09:32-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/aetna-scores-west-virginia-medicaid-contract,The article discusses a contract renewal for Aetna's Medicaid program but does not mention any exit events or closures.
"BCBS Oklahoma, DRH Health reach deal",2023-02-03T16:08:31-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/bcbs-oklahoma-drh-health-reach-deal,"The article discusses hospitals remaining in network with specific payer plans, indicating no exit events or closures."
New Mexico cancels Medicaid procurement process following leadership shakeup,2023-01-31T17:40:54-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/new-mexico-cancels-medicaid-procurement-process-following-leadership-shakeup,The article discusses a cancellation of a procurement process without any specific exit events or closures.
"BCBS Texas, Ascension reach deal to avoid split",2023-01-26T19:37:18-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/bcbs-texas-ascension-strike-deal-avoid-split,"The article discusses a contract renewal between BCBS Texas and Ascension, ensuring continued access to care, with no exits or closures mentioned."
"CVS, Rush to collaborate on care in Chicago-area MinuteClinics",2023-01-23T20:13:00-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/cvs-rush-partner-on-aco-reach-for-medicare-members,The article discusses a collaboration between CVS and Rush but does not mention any exit events or closures.
"BCBS Texas, Hendrick Health extend contract, avoid split for now",2023-01-23T19:31:34-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/bcbs-texas-hendrick-health-extend-contract-avoid-split-for-now,The article discusses a contract extension and ongoing negotiations without any exit events or closures.
California system back in network with UnitedHealthcare; negotiations ongoing with 2 others,2023-01-23T15:21:08-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/california-system-back-in-network-with-unitedhealthcare-negotiations-ongoing-with-2-others,The article discusses contract negotiations and expirations but does not describe any exit events or closures.
"North Carolina rejects BCBS, UnitedHealthcare protests of state health plan award",2023-01-20T19:30:30-06:00,contracting,Beckers Payer,https://www.beckerspayer.com/contracting/north-carolina-rejects-bcbs-unitedhealthcare-protests-of-state-health-plan-award,The article discusses a contract award and protests but does not describe any exit events or closures.
